OverallStatus,Hiretype,Title,Age,Original State,Source,IT,Joining Center,Rank,IsRotationalShift,NoticePeriod,Qualification1,Big four,hike,JoiningBonus,GoodsTransportationTravelEligibility,Stipend,Experienced,IsNoticePeriodReimbursementProvided
Joined,New Employee,1,24.68493151,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,50%,0,0,0,1,0
Joined,New Employee,1,24.13972603,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0%,0,0,0,0,FALSE
Joined,New Employee,1,29,West Bengal,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,38%,0,1,0,1,0
Joined,New Employee,1,24.36438356,Karnataka,CONSULTANCY,1,Bangalore,44,FALSE,2,Post Grad,0,0%,0,0,0,0,FALSE
Joined,New Employee,0,26.14246575,Jharkhand,EMPLOYEE REFERRAL,1,Bangalore,44,FALSE,2,Post Grad,0,40%,0,0,0,1,0
OfferDeclined,New Employee,0,25.81917808,Karnataka,CONSULTANCY,1,Bangalore,44,FALSE,2,Post Grad,0,28%,0,0,0,1,0
Joined,New Employee,0,37.28493151,Karnataka,PORTAL,1,Bangalore,44,FALSE,2,Post Grad,0,18%,0,0,0,1,0
Joined,New Employee,0,27.11232877,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,22.00547945,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,21.12328767,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,0,27.48767123,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,24%,0,0,0,1,0
Joined,Re hire,1,35.97260274,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,29%,0,0,0,1,0
Joined,New Employee,1,27.51506849,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,21%,0,0,0,1,0
Joined,New Employee,0,25.3890411,Andhra Pradesh,PORTAL,1,Bangalore,44,FALSE,2,Post Grad,0,41%,0,1,0,1,0
Joined,New Employee,0,30.21917808,Karnataka,CONSULTANCY,1,Bangalore,42,FALSE,2,Post Grad,0,26%,0,0,0,1,0
Joined,New Employee,0,28.06849315,Karnataka,CONSULTANCY,1,Bangalore,42,FALSE,2,Post Grad,0,11%,0,0,0,1,0
OfferDeclined,New Employee,0,25.84657534,Karnataka,CONSULTANCY,1,Bangalore,44,FALSE,2,Post Grad,0,22%,0,0,0,1,0
Joined,New Employee,1,29.77260274,Karnataka,CONSULTANCY,1,Bangalore,44,FALSE,2,Post Grad,0,44%,0,0,0,1,0
OfferDeclined,New Employee,0,30.21643836,Karnataka,CONSULTANCY,1,Bangalore,42,FALSE,2,Post Grad,0,48%,0,0,0,1,0
OfferDeclined,New Employee,1,28.4630137,Karnataka,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,38%,0,0,0,1,0
OfferDeclined,New Employee,0,27.4109589,Karnataka,PORTAL,1,Bangalore,44,FALSE,2,Post Grad,0,29%,0,0,0,1,0
Joined,New Employee,1,25.44657534,Tamil Nadu,CONSULTANCY,1,Bangalore,44,FALSE,2,Post Grad,0,26%,0,0,0,1,0
Joined,New Employee,0,26.9369863,Karnataka,CONSULTANCY,1,Bangalore,44,FALSE,2,Post Grad,0,36%,0,0,0,1,0
OfferDeclined,New Employee,0,28.57534247,Karnataka,CONSULTANCY,1,Bangalore,44,FALSE,2,Post Grad,0,26%,0,0,0,1,0
Joined,New Employee,0,26.37534247,Karnataka,CONSULTANCY,1,Bangalore,42,FALSE,2,Post Grad,0,52%,0,0,0,1,0
OfferDeclined,New Employee,0,27.71506849,Karnataka,CONSULTANCY,1,Bangalore,44,FALSE,2,Post Grad,0,34%,0,0,0,1,0
OfferDeclined,New Employee,0,27.72328767,Karnataka,CONSULTANCY,1,Bangalore,42,FALSE,2,Post Grad,0,29%,0,0,0,1,0
Joined,New Employee,0,28.86027397,Karnataka,CONSULTANCY,1,Bangalore,42,FALSE,2,Post Grad,0,26%,0,0,0,1,0
OfferDeclined,New Employee,0,27.9369863,Karnataka,CONSULTANCY,1,Bangalore,42,FALSE,2,Post Grad,0,27%,0,0,0,1,0
Joined,New Employee,0,28.42739726,Karnataka,CONSULTANCY,1,Bangalore,44,FALSE,2,Post Grad,0,18%,0,0,0,1,0
Joined,New Employee,0,28.66027397,Karnataka,CONSULTANCY,1,Bangalore,42,FALSE,2,Post Grad,0,37%,0,0,0,1,0
OfferDeclined,New Employee,0,28.64931507,Tamil Nadu,CONSULTANCY,1,Bangalore,42,FALSE,2,Post Grad,0,22%,0,0,0,1,0
OfferDeclined,New Employee,0,29.11780822,Karnataka,CONSULTANCY,1,Bangalore,44,FALSE,2,Post Grad,0,37%,0,0,0,1,0
Joined,New Employee,0,35.31506849,Karnataka,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,30%,0,0,0,1,0
OfferDeclined,New Employee,1,38.13424658,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,32,FALSE,2,Post Grad,1,28%,0,0,0,1,0
Joined,New Employee,0,22.95616438,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,24.04109589,Tamil Nadu,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,5%,0,1,0,1,0
Joined,New Employee,0,26.39726027,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,9%,0,0,0,1,0
Joined,New Employee,1,23.48493151,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,57%,0,0,0,1,0
Joined,New Employee,0,24.96164384,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,19%,0,0,0,1,0
Joined,New Employee,0,22.77534247,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,18%,0,0,0,1,0
Joined,New Employee,0,27.3260274,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,21%,0,0,0,1,0
Joined,New Employee,1,22.74794521,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,34%,0,0,0,1,0
Joined,New Employee,1,23.43561644,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,21%,0,0,0,1,0
Joined,New Employee,0,30.5890411,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,23%,0,0,0,1,0
Joined,New Employee,1,22.62465753,Tamil Nadu,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,1,0,1,0
Joined,New Employee,0,23.00547945,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,36.0630137,Karnataka,PORTAL,0,Bangalore,42,FALSE,2,Post Grad,0,23%,0,0,0,1,0
Joined,New Employee,1,24.13972603,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,19%,0,0,0,1,0
Joined,New Employee,0,27.45479452,Tamil Nadu,EMPLOYEE REFERRAL,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,Transfer,1,30.81369863,Karnataka,GDS LEAP,0,Bangalore,44,FALSE,2,Post Grad,1,0%,0,0,0,0,FALSE
Joined,New Employee,0,33.33424658,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,42,FALSE,2,Post Grad,0,12%,0,0,0,1,0
Joined,New Employee,1,22.91232877,Andhra Pradesh,EMPLOYEE REFERRAL,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,25.03561644,Tamil Nadu,EMPLOYEE REFERRAL,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,24.54246575,Tamil Nadu,EMPLOYEE REFERRAL,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,25.8,Uttar Pradesh,EMPLOYEE REFERRAL,0,Gurgaon,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,25.93972603,New Delhi,PORTAL,0,Gurgaon,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,33.11232877,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,9%,0,0,0,1,1
Joined,New Employee,1,26.32328767,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,22%,0,0,0,1,0
Joined,New Employee,0,24.73972603,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,Transfer,0,35.96164384,Haryana,Others,0,Gurgaon,42,FALSE,2,Post Grad,1,19%,0,0,0,1,0
Joined,New Employee,1,22.78356164,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,24.9369863,Haryana,EMPLOYEE REFERRAL,0,Gurgaon,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,26.84109589,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,23.69589041,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,25.80273973,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,23.84109589,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,25.29315068,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,26%,0,0,0,1,0
Joined,New Employee,1,22.46575342,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,29.15342466,New Delhi,PORTAL,0,Gurgaon,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,22.94794521,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,28.47945205,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,25%,0,0,0,1,0
Joined,New Employee,1,23.52876712,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,0,26.25753425,New Delhi,PORTAL,0,Gurgaon,44,FALSE,2,Post Grad,0,100%,0,1,0,1,0
Joined,New Employee,0,23.73424658,New Delhi,EMPLOYEE REFERRAL,0,Gurgaon,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,26.28767123,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,0,32.14794521,West Bengal,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,41%,0,1,0,1,0
OfferDeclined,New Employee,0,29.1890411,Karnataka,PORTAL,0,Bangalore,42,FALSE,2,Post Grad,0,25%,0,0,0,1,0
Joined,New Employee,1,23.11232877,Uttar Pradesh,EMPLOYEE REFERRAL,0,Gurgaon,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,0,32.06575342,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,26%,0,1,0,1,0
OfferDeclined,New Employee,0,29.80273973,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,21%,0,1,0,1,0
OfferDeclined,New Employee,0,26.63013699,Andhra Pradesh,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,25%,0,1,0,1,0
OfferDeclined,New Employee,0,29.46575342,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,26%,0,1,0,1,0
Joined,New Employee,0,27.96712329,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,18%,0,1,0,1,0
OfferDeclined,New Employee,0,26.56986301,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,26%,0,1,0,1,0
Joined,New Employee,0,21.70684932,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0%,0,0,0,0,FALSE
OfferDeclined,New Employee,0,24.54794521,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,20%,0,1,0,1,0
OfferDeclined,New Employee,0,30.03287671,Tamil Nadu,CONSULTANCY,1,Bangalore,42,FALSE,2,Post Grad,0,26%,0,0,0,1,0
OfferDeclined,New Employee,0,29.4,Andhra Pradesh,EMPLOYEE REFERRAL,1,Bangalore,44,FALSE,2,Post Grad,1,0%,0,0,0,0,FALSE
Joined,New Employee,0,33.07671233,Karnataka,CONSULTANCY,1,Bangalore,42,FALSE,2,Post Grad,0,21%,0,0,0,1,0
Joined,New Employee,0,31.5890411,Karnataka,CONSULTANCY,1,Bangalore,42,FALSE,2,Post Grad,0,24%,0,0,0,1,0
Joined,New Employee,1,25.25753425,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,23%,0,0,0,1,0
OfferDeclined,Re hire,1,29.70958904,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,21%,0,0,0,1,0
Joined,Re hire,1,29.86575342,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,1,19%,0,0,0,1,0
Joined,New Employee,0,28.14794521,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0%,0,0,0,0,FALSE
Joined,New Employee,1,23.66849315,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,0,24.6739726,Gujarat,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,1,0,1,0
Joined,New Employee,0,28.77808219,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,24%,0,0,0,1,0
OfferDeclined,New Employee,1,22.22465753,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,4,FALSE,2,Post Grad,0,100%,0,0,1,1,0
OfferDeclined,Re hire,0,32.23013699,Tamil Nadu,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,26%,0,1,0,1,0
Joined,New Employee,1,26.08219178,Haryana,PORTAL,0,Gurgaon,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,24.59178082,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,4,FALSE,2,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,0,25.90410959,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,4,FALSE,2,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,0,31.83287671,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,24%,0,0,0,1,0
Joined,New Employee,0,30.27945205,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,34%,0,0,0,1,0
Joined,Re hire,1,27.35616438,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,1,9%,0,0,0,1,0
OfferDeclined,New Employee,0,28.04657534,Andhra Pradesh,CONSULTANCY,1,Bangalore,42,FALSE,2,Post Grad,0,24%,0,1,0,1,0
Joined,New Employee,0,26.03561644,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,1,0,1,0
Joined,New Employee,0,27.45205479,Jharkhand,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,1,25.19452055,Maharashtra,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,1,24.21643836,Maharashtra,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,0,26.16712329,Maharashtra,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,1,25.85479452,Maharashtra,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,Re hire,0,23.47671233,Maharashtra,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,1,22.82739726,Maharashtra,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,1,22.88493151,Maharashtra,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,0,25.95616438,Jharkhand,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,0,24.55342466,Jharkhand,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,1,24.34794521,Maharashtra,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,0,27.2,Jharkhand,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,0,29.95890411,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,15%,0,0,0,1,0
Joined,Transfer,0,30.82465753,Kerala,GDS LEAP,0,Kochi,44,TRUE,2,Post Grad,1,0%,0,0,0,0,FALSE
Joined,New Employee,1,22.13972603,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,50%,0,0,0,1,0
Joined,Re hire,0,32.48219178,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,7%,0,0,0,1,0
OfferDeclined,New Employee,0,34.19178082,Karnataka,CONSULTANCY,1,Bangalore,42,FALSE,2,Post Grad,0,27%,0,0,0,1,0
Joined,New Employee,1,22.20273973,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,22.6,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,25.83287671,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,10%,0,0,0,1,0
Joined,New Employee,1,24.23287671,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,5%,0,0,0,1,0
Joined,New Employee,1,25.59178082,West Bengal,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,24.5369863,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,42%,0,0,0,1,0
OfferDeclined,New Employee,0,25.83561644,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,35%,0,0,0,1,0
OfferDeclined,New Employee,1,27.83835616,New Delhi,EMPLOYEE REFERRAL,1,Bangalore,42,FALSE,2,Post Grad,0,25%,0,1,0,1,0
Joined,Re hire,1,36.96712329,Kerala,EMPLOYEE REFERRAL,0,Kochi,42,FALSE,2,Post Grad,0,13%,0,0,0,1,0
Joined,New Employee,1,40.66575342,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,32,FALSE,2,Post Grad,0,15%,0,0,0,1,0
Joined,Re hire,1,36.79452055,Karnataka,PORTAL,0,Bangalore,42,FALSE,2,Post Grad,1,13%,0,0,0,1,0
Joined,New Employee,1,25.29589041,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,20%,0,0,0,1,0
Joined,New Employee,1,26.62465753,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,1,100%,0,0,0,1,0
Joined,New Employee,1,26.39452055,Andhra Pradesh,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,19%,0,1,0,1,0
OfferDeclined,New Employee,0,29.66849315,Kerala,CONSULTANCY,0,Kochi,42,FALSE,2,Post Grad,1,9%,0,0,0,1,0
Joined,New Employee,0,24.49315068,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,33.43835616,Kerala,EMPLOYEE REFERRAL,0,Kochi,42,FALSE,2,Post Grad,1,9%,0,0,0,1,0
OfferDeclined,New Employee,1,27.19452055,Kerala,PORTAL,0,Kochi,42,FALSE,2,Post Grad,1,9%,0,0,0,1,0
Joined,New Employee,0,32.71506849,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,23%,0,1,0,1,0
OfferDeclined,New Employee,0,31.38356164,Kerala,EMPLOYEE REFERRAL,0,Kochi,42,FALSE,2,Post Grad,1,9%,0,0,0,1,0
OfferDeclined,New Employee,1,40.48767123,Kerala,EMPLOYEE REFERRAL,0,Kochi,42,FALSE,2,Post Grad,1,9%,0,0,0,1,0
OfferDeclined,New Employee,1,31.70684932,Kerala,EMPLOYEE REFERRAL,0,Kochi,42,FALSE,2,Post Grad,1,9%,0,0,0,1,0
OfferDeclined,New Employee,0,31.68219178,Andhra Pradesh,EMPLOYEE REFERRAL,0,Bangalore,32,FALSE,2,Post Grad,1,23%,0,1,0,1,0
Joined,New Employee,1,22.56986301,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,21.83561644,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,25.30684932,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,25.59178082,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,12%,0,0,0,1,0
Joined,New Employee,1,23.50958904,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,Re hire,0,35.88493151,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,0%,0,0,0,0,FALSE
Joined,New Employee,0,34.85205479,Andhra Pradesh,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,24%,0,1,0,1,0
Joined,Re hire,0,27.61917808,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,1,12%,0,0,0,1,0
Joined,New Employee,1,26.29589041,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,1,0,1,0
Joined,New Employee,1,25.83287671,West Bengal,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,1,10%,0,1,0,1,0
Joined,New Employee,1,24.98356164,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,1,41%,0,0,0,1,0
Joined,New Employee,0,30.51506849,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,21%,0,1,0,1,0
Joined,New Employee,0,26.32054795,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,1,25.84383562,Kerala,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,23%,0,1,0,1,0
Joined,New Employee,0,27.92054795,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,6%,0,0,0,1,0
Joined,New Employee,1,24.94794521,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,37%,0,0,0,1,0
OfferDeclined,New Employee,1,24.06027397,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,43%,0,0,0,1,0
OfferDeclined,New Employee,1,30.2630137,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,16%,0,1,0,1,0
OfferDeclined,New Employee,0,28.43287671,Maharashtra,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,20%,0,1,0,1,0
Joined,New Employee,1,24.2,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,27.4739726,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,0%,0,0,0,0,FALSE
Joined,New Employee,1,27.45205479,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,12%,0,0,0,1,0
Joined,New Employee,1,24.61369863,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,27.98630137,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,26.33424658,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,41%,0,0,0,1,0
Joined,New Employee,1,24.58630137,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,0,31.59178082,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,9%,0,0,0,1,0
Joined,New Employee,1,25.7890411,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,0,25.01643836,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,32.35890411,Andhra Pradesh,EMPLOYEE REFERRAL,0,Bangalore,32,FALSE,2,Post Grad,1,17%,0,1,0,1,0
Joined,New Employee,0,26.60821918,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,0,30.7260274,West Bengal,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,24%,0,1,0,1,0
Joined,Re hire,0,29.16986301,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,32,FALSE,2,Post Grad,0,25%,0,0,0,1,0
Joined,New Employee,1,30.88493151,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,27%,0,0,0,1,1
Joined,New Employee,1,25.24109589,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,26%,0,0,0,1,0
Joined,New Employee,0,29.73972603,West Bengal,EMPLOYEE REFERRAL,1,Bangalore,42,FALSE,2,Post Grad,0,29%,0,1,0,1,0
Joined,New Employee,0,30.54794521,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,42,FALSE,2,Post Grad,0,21%,0,0,0,1,0
Joined,New Employee,1,25.65479452,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,44,FALSE,2,Post Grad,0,26%,0,0,0,1,0
Joined,New Employee,1,30.2109589,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,42,FALSE,2,Post Grad,0,30%,0,1,0,1,0
Joined,New Employee,1,34.18082192,Karnataka,CONSULTANCY,1,Bangalore,42,FALSE,2,Post Grad,0,29%,0,0,0,1,0
OfferDeclined,New Employee,1,26.75616438,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,20%,0,1,0,1,0
